* Measurement data measured by REW V5.31.3
* Source: PCM: default, no input selected, 2, volume: no control
* Format: 8192-point spectrum using Hann window and exponential averaging 0.97 
* Dated: Mar 9, 2025 12:48:48 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: OSDEHA ANODE-OUTPUT; 8192-point spectrum using Hann window and exponential averaging 0.97  Input RMS 31.60 V 31.60 VC, 31.60 VA 31.60 V 22 - 22k UNW 873.5 uV >22k Distortion at 1,000.0 Hz, -10.01 dBFS: Gain: 29.34 dB THD: 0.022 % based on 21 harmonics  [0..22800 Hz] HHD: 0.0012 %  [10 .. 22] N: 0.040 %  [0..22800 Hz] N+D: 8.848 mV A THD+N: 0.045 %  [0..22800 Hz] SNR: 68.0 dB ENOB: 13.0 bits 2nd harmonic 0.021 % -154 deg 3rd harmonic 0.0032 % -6 deg 4th harmonic 0.0013 % -175 deg 5th harmonic 0.00054 % 68 deg 6th harmonic 0.00046 % -7 deg 7th harmonic 0.00040 % 114 deg 8th harmonic 0.00038 % 143 deg 9th harmonic 0.00032 % -104 deg 
2666.015625; 1.11869E-4
2671.875000; 1.15702E-4
2677.734375; 1.11644E-4
2683.593750; 9.92696E-5
2689.453125; 9.78254E-5
2695.312500; 1.07098E-4
2701.171875; 1.05528E-4
2707.031250; 9.98158E-5
2712.890625; 9.50815E-5
2718.750000; 1.03755E-4
2724.609375; 1.05252E-4
2730.468750; 1.05778E-4
2736.328125; 9.99366E-5
2742.187500; 1.07326E-4
2748.046875; 1.06767E-4
2753.906250; 9.94308E-5
2759.765625; 8.95635E-5
2765.625000; 9.59143E-5
2771.484375; 1.17366E-4
2777.343750; 1.06591E-4
2783.203125; 1.07394E-4
2789.062500; 1.09028E-4
2794.921875; 1.09544E-4
2800.781250; 1.15437E-4
2806.640625; 1.07067E-4
2812.500000; 1.02058E-4
2818.359375; 9.78221E-5
2824.218750; 1.07684E-4
2830.078125; 1.16035E-4
2835.937500; 1.05336E-4
2841.796875; 1.01337E-4
2847.656250; 9.84369E-5
2853.515625; 1.06204E-4
2859.375000; 1.12250E-4
2865.234375; 1.11887E-4
2871.093750; 1.09927E-4
2876.953125; 1.07756E-4
2882.812500; 1.07734E-4
2888.671875; 1.24106E-4
2894.531250; 1.07474E-4
2900.390625; 1.04177E-4
2906.250000; 1.11745E-4
2912.109375; 1.03909E-4
2917.968750; 9.83079E-5
2923.828125; 1.02213E-4
2929.687500; 1.14004E-4
2935.546875; 1.17946E-4
2941.406250; 1.07956E-4
2947.265625; 1.05036E-4
2953.125000; 1.09840E-4
2958.984375; 1.00571E-4
2964.843750; 9.16862E-5
2970.703125; 9.52248E-5
2976.562500; 1.07289E-4
2982.421875; 1.08132E-4
2988.281250; 1.09909E-4
2994.140625; 4.96108E-4
3000.000000; 9.77676E-4
3005.859375; 4.98824E-4
3011.718750; 1.02727E-4
3017.578125; 9.74128E-5
3023.437500; 1.00421E-4
3029.296875; 1.14126E-4
3035.156250; 1.06951E-4
3041.015625; 1.05291E-4
3046.875000; 1.11648E-4
3052.734375; 1.03195E-4
3058.593750; 1.11906E-4
3064.453125; 1.00653E-4
3070.312500; 9.59651E-5
3076.171875; 1.06153E-4
3082.031250; 1.13295E-4
3087.890625; 1.18840E-4
3093.750000; 1.24068E-4
3099.609375; 1.11858E-4
3105.468750; 1.05767E-4
3111.328125; 1.09016E-4
3117.187500; 1.06658E-4
3123.046875; 9.90736E-5
3128.906250; 9.46229E-5
3134.765625; 1.05589E-4
3140.625000; 1.08446E-4
3146.484375; 9.90481E-5
3152.343750; 9.51727E-5
3158.203125; 1.10136E-4
3164.062500; 1.05503E-4
3169.921875; 1.00443E-4
3175.781250; 1.03331E-4
3181.640625; 9.02502E-5
3187.500000; 9.51361E-5
3193.359375; 9.34062E-5
3199.218750; 1.02744E-4
3205.078125; 1.14908E-4
3210.937500; 1.13631E-4
3216.796875; 1.07232E-4
3222.656250; 1.13245E-4
3228.515625; 1.02759E-4
3234.375000; 9.91351E-5
3240.234375; 1.07538E-4
3246.093750; 1.03534E-4
3251.953125; 1.08961E-4
3257.812500; 1.06724E-4
3263.671875; 1.12473E-4
3269.531250; 1.10239E-4
3275.390625; 1.10146E-4
3281.250000; 1.07249E-4
3287.109375; 1.07406E-4
3292.968750; 1.20880E-4
3298.828125; 1.26372E-4
3304.687500; 1.09216E-4
3310.546875; 9.68950E-5
3316.406250; 1.03271E-4
3322.265625; 1.01844E-4
3328.125000; 1.06097E-4
3333.984375; 1.12705E-4
3339.843750; 1.04858E-4
3345.703125; 9.92300E-5
3351.562500; 9.90112E-5
3357.421875; 1.07362E-4
3363.281250; 1.03029E-4
3369.140625; 9.94304E-5
3375.000000; 1.00425E-4
3380.859375; 1.06025E-4
3386.718750; 9.60895E-5
3392.578125; 9.95720E-5
3398.437500; 1.01524E-4
3404.296875; 9.77998E-5
3410.156250; 9.99566E-5
3416.015625; 9.97828E-5
3421.875000; 9.87214E-5
3427.734375; 9.09487E-5
3433.593750; 1.02283E-4
3439.453125; 9.76733E-5
3445.312500; 9.91163E-5
3451.171875; 1.14260E-4
3457.031250; 1.13490E-4
3462.890625; 1.11230E-4
3468.750000; 1.04518E-4
3474.609375; 1.01308E-4
3480.468750; 1.08272E-4
3486.328125; 1.03511E-4
3492.187500; 9.97489E-5
3498.046875; 9.76769E-5
3503.906250; 1.01650E-4
3509.765625; 1.12348E-4
3515.625000; 1.10737E-4
3521.484375; 9.90542E-5
3527.343750; 9.66543E-5
3533.203125; 1.00416E-4
3539.062500; 1.06810E-4
3544.921875; 1.05392E-4
3550.781250; 1.11361E-4
3556.640625; 1.02941E-4
3562.500000; 9.28555E-5
3568.359375; 1.03611E-4
3574.218750; 1.06268E-4
3580.078125; 1.04533E-4
3585.937500; 1.05400E-4
3591.796875; 1.02828E-4
3597.656250; 1.06414E-4
3603.515625; 1.07211E-4
3609.375000; 1.04298E-4
3615.234375; 1.05933E-4
3621.093750; 1.03981E-4
3626.953125; 1.09050E-4
3632.812500; 1.05498E-4
3638.671875; 9.59803E-5
3644.531250; 9.14674E-5
3650.390625; 9.59952E-5
3656.250000; 1.07127E-4
3662.109375; 1.03362E-4
3667.968750; 1.09297E-4
3673.828125; 1.15850E-4
3679.687500; 1.06821E-4
3685.546875; 1.09348E-4
3691.406250; 1.16527E-4
3697.265625; 1.19046E-4
3703.125000; 1.03496E-4
3708.984375; 9.85425E-5
3714.843750; 1.03313E-4
3720.703125; 9.60019E-5
3726.562500; 9.65740E-5
3732.421875; 9.53230E-5
3738.281250; 9.30894E-5
3744.140625; 9.90138E-5
3750.000000; 9.63249E-5
3755.859375; 9.58885E-5
3761.718750; 9.46071E-5
3767.578125; 9.97226E-5
3773.437500; 1.14591E-4
3779.296875; 1.10920E-4
3785.156250; 1.07113E-4
3791.015625; 1.01449E-4
3796.875000; 9.65240E-5
3802.734375; 1.07806E-4
3808.593750; 1.05958E-4
3814.453125; 1.11787E-4
3820.312500; 1.10251E-4
3826.171875; 1.01463E-4
3832.031250; 9.96823E-5
3837.890625; 9.78822E-5
3843.750000; 1.10125E-4
3849.609375; 1.07302E-4
3855.468750; 9.31059E-5
3861.328125; 9.35126E-5
3867.187500; 1.00754E-4
3873.046875; 1.00971E-4
3878.906250; 1.04159E-4
3884.765625; 1.06029E-4
3890.625000; 1.02599E-4
3896.484375; 9.77674E-5
3902.343750; 9.86218E-5
3908.203125; 1.04197E-4
3914.062500; 1.04867E-4
3919.921875; 1.09690E-4
3925.781250; 1.18322E-4
3931.640625; 1.08991E-4
3937.500000; 1.07684E-4
3943.359375; 1.17669E-4
3949.218750; 1.07622E-4
3955.078125; 1.02661E-4
3960.937500; 1.11020E-4
3966.796875; 1.24149E-4
3972.656250; 1.03419E-4
3978.515625; 9.93641E-5
3984.375000; 9.70640E-5
3990.234375; 1.01135E-4
3996.093750; 2.66811E-4
4001.953125; 3.24724E-4
4007.812500; 1.32209E-4
4013.671875; 1.03876E-4
4019.531250; 9.73121E-5
4025.390625; 9.79064E-5
4031.250000; 1.04918E-4
4037.109375; 1.02060E-4
4042.968750; 1.00132E-4
4048.828125; 1.03674E-4
4054.687500; 1.00731E-4
4060.546875; 1.03099E-4
4066.406250; 9.84199E-5
4072.265625; 1.01217E-4
4078.125000; 1.03404E-4
4083.984375; 1.08668E-4
4089.843750; 9.66538E-5
4095.703125; 9.56647E-5
4101.562500; 1.05679E-4
4107.421875; 1.02181E-4
4113.281250; 1.08268E-4
4119.140625; 1.06018E-4
4125.000000; 1.11188E-4
4130.859375; 1.02397E-4
4136.718750; 1.00312E-4
4142.578125; 1.04342E-4
4148.437500; 1.11255E-4
4154.296875; 1.02297E-4
4160.156250; 8.63406E-5
4166.015625; 9.95956E-5
4171.875000; 9.70194E-5
4177.734375; 9.78768E-5
4183.593750; 1.03211E-4
4189.453125; 1.06295E-4
4195.312500; 1.03442E-4
4201.171875; 1.02910E-4
4207.031250; 1.06248E-4
4212.890625; 1.09969E-4
4218.750000; 1.16105E-4
4224.609375; 1.11802E-4
4230.468750; 1.11238E-4
4236.328125; 1.04408E-4
4242.187500; 1.08469E-4
4248.046875; 1.12982E-4
4253.906250; 1.08790E-4
4259.765625; 9.73090E-5
4265.625000; 9.40674E-5
4271.484375; 1.02022E-4
4277.343750; 1.12261E-4
4283.203125; 1.10316E-4
4289.062500; 1.13481E-4
4294.921875; 1.12492E-4
4300.781250; 1.18577E-4
4306.640625; 1.02317E-4
4312.500000; 8.57265E-5
4318.359375; 9.46595E-5
4324.218750; 9.70720E-5
4330.078125; 9.61225E-5
4335.937500; 9.72144E-5
4341.796875; 1.08324E-4
4347.656250; 1.06796E-4
4353.515625; 1.20786E-4
4359.375000; 1.08246E-4
4365.234375; 9.37859E-5
4371.093750; 9.58626E-5
4376.953125; 1.00567E-4
4382.812500; 1.15668E-4
4388.671875; 1.17767E-4
4394.531250; 1.09221E-4
4400.390625; 1.09603E-4
4406.250000; 1.03321E-4
4412.109375; 1.09564E-4
4417.968750; 1.02205E-4
4423.828125; 1.03990E-4
4429.687500; 1.09038E-4
4435.546875; 1.25938E-4
4441.406250; 1.22560E-4
4447.265625; 1.09673E-4
4453.125000; 1.15078E-4
4458.984375; 1.14408E-4
4464.843750; 1.09199E-4
4470.703125; 1.00479E-4
4476.562500; 1.09360E-4
4482.421875; 1.11002E-4
4488.281250; 1.00402E-4
4494.140625; 1.06380E-4
4500.000000; 1.08338E-4
4505.859375; 1.04004E-4
4511.718750; 9.99869E-5
4517.578125; 9.25386E-5
4523.437500; 9.61555E-5
4529.296875; 9.90438E-5
4535.156250; 1.12910E-4
4541.015625; 1.26540E-4
4546.875000; 1.17092E-4
4552.734375; 1.07340E-4
4558.593750; 9.58614E-5
4564.453125; 9.97081E-5
4570.312500; 1.07345E-4
4576.171875; 1.05651E-4
4582.031250; 1.03880E-4
4587.890625; 1.02464E-4
4593.750000; 1.03558E-4
4599.609375; 9.97216E-5
4605.468750; 9.66871E-5
4611.328125; 9.81794E-5
4617.187500; 1.03806E-4
4623.046875; 1.13403E-4
4628.906250; 1.16072E-4
4634.765625; 1.14981E-4
4640.625000; 1.02871E-4
4646.484375; 1.02137E-4
4652.343750; 1.02132E-4
4658.203125; 1.05303E-4
4664.062500; 9.90432E-5
4669.921875; 1.03722E-4
4675.781250; 1.08760E-4
4681.640625; 9.88473E-5
4687.500000; 1.03436E-4
4693.359375; 1.03447E-4
4699.218750; 1.01177E-4
4705.078125; 9.15613E-5
4710.937500; 9.75073E-5
4716.796875; 1.09695E-4
4722.656250; 1.14569E-4
4728.515625; 1.11578E-4
4734.375000; 1.08047E-4
4740.234375; 9.42211E-5
4746.093750; 9.95152E-5
4751.953125; 1.01725E-4
4757.812500; 1.06059E-4
4763.671875; 1.09084E-4
4769.531250; 1.16816E-4
4775.390625; 1.14611E-4
4781.250000; 1.04411E-4
4787.109375; 1.01097E-4
4792.968750; 1.08111E-4
4798.828125; 9.65451E-5
4804.687500; 1.04924E-4
4810.546875; 1.10540E-4
4816.406250; 1.01083E-4
4822.265625; 9.22819E-5
4828.125000; 9.31668E-5
4833.984375; 1.05836E-4
4839.843750; 1.13405E-4
4845.703125; 1.11801E-4
4851.562500; 1.02344E-4
4857.421875; 9.98136E-5
4863.281250; 1.07862E-4
4869.140625; 1.04951E-4
4875.000000; 1.04282E-4
4880.859375; 9.71064E-5
4886.718750; 1.02357E-4
4892.578125; 1.12819E-4
4898.437500; 1.11642E-4
4904.296875; 1.21213E-4
4910.156250; 1.12522E-4
4916.015625; 9.42146E-5
4921.875000; 9.47214E-5
4927.734375; 1.08422E-4
4933.593750; 1.11146E-4
4939.453125; 1.17496E-4
4945.312500; 1.11935E-4
4951.171875; 1.05185E-4
4957.031250; 1.01968E-4
4962.890625; 9.51014E-5
4968.750000; 1.05027E-4
4974.609375; 1.14148E-4
4980.468750; 1.09426E-4
4986.328125; 1.02586E-4
4992.187500; 1.23907E-4
4998.046875; 2.24532E-4
5003.906250; 1.85723E-4
5009.765625; 1.08542E-4
5015.625000; 1.07884E-4
5021.484375; 1.02713E-4
5027.343750; 1.03468E-4
5033.203125; 1.03319E-4
5039.062500; 1.05657E-4
5044.921875; 9.69272E-5
5050.781250; 1.00832E-4
5056.640625; 9.71382E-5
5062.500000; 9.08086E-5
5068.359375; 9.93774E-5
5074.218750; 1.05587E-4
